All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position	Product	Regulation - transcription factor regulators of gene	Common-Name
XNR_RS12425	XNR_RS12425	XNR_RS12425	2883606	2884097	GNAT family N-acetyltransferase		
XNR_RS12430	XNR_RS12430	XNR_RS12430	2884158	2884234	tRNA-Met		
XNR_RS12435	XNR_RS12435	XNR_RS12435	2884652	2885242	TetR/AcrR family transcriptional regulator		
XNR_RS12440	XNR_RS12440	XNR_RS12440	2885647	2886024	hypothetical protein		
XNR_RS12445	XNR_RS12450 // XNR_RS12445	XNR_RS12445	2886168	2886758	carbonic anhydrase		
XNR_RS12450	XNR_RS12450 // XNR_RS12445	XNR_RS12450	2886767	2888254	SulP family inorganic anion transporter		
XNR_RS12455	XNR_RS12455	XNR_RS12455	2888338	2888871	L-2,4-diaminobutyric acid acetyltransferase		
XNR_RS12460	XNR_RS12460	XNR_RS12460	2888977	2890302	ATP-grasp domain-containing protein		
XNR_RS12465	XNR_RS12465	XNR_RS12465	2890574	2891785	pyridoxal phosphate-dependent aminotransferase		
XNR_RS12470	XNR_RS12470	XNR_RS12470	2891885	2892277	helix-turn-helix transcriptional regulator		
XNR_RS12480	XNR_RS12485 // XNR_RS12480	XNR_RS12480	2893603	2894769	hypothetical protein		
XNR_RS12485	XNR_RS12485 // XNR_RS12480	XNR_RS12485	2894769	2896061	SidA/IucD/PvdA family monooxygenase		
XNR_RS12490	XNR_RS12495 // XNR_RS12490	XNR_RS12490	2896127	2897272	FAD-binding oxidoreductase		
XNR_RS12495	XNR_RS12495 // XNR_RS12490	XNR_RS12495	2897230	2899182	class I tRNA ligase family protein		
XNR_RS12500	XNR_RS12500	XNR_RS12500	2899226	2899780	DUF3291 domain-containing protein		
XNR_RS12505	XNR_RS12505	XNR_RS12505	2899995	2901251	NAD(P)/FAD-dependent oxidoreductase		
XNR_RS12515	XNR_RS12520 // XNR_RS12515 // XNR_RS30800	XNR_RS12515	2902044	2903669	AMP-binding protein		
XNR_RS12520	XNR_RS12520 // XNR_RS12515 // XNR_RS30800	XNR_RS12520	2903672	2904520	alpha/beta hydrolase fold domain-containing protein		
XNR_RS12525	XNR_RS12535 // XNR_RS12530 // XNR_RS12525	XNR_RS12525	2904579	2906234	amino acid adenylation domain-containing protein		
XNR_RS12530	XNR_RS12535 // XNR_RS12530 // XNR_RS12525	XNR_RS12530	2906231	2906704	GNAT family N-acetyltransferase		
XNR_RS12535	XNR_RS12535 // XNR_RS12530 // XNR_RS12525	XNR_RS12535	2906701	2907177	hypothetical protein		
XNR_RS12540	XNR_RS12540	XNR_RS12540	2907819	2909111	MFS transporter		
XNR_RS12545	XNR_RS12545	XNR_RS12545	2909554	2910291	GntR family transcriptional regulator		
XNR_RS12550	XNR_RS12550	XNR_RS12550	2910742	2910921	hypothetical protein		
XNR_RS12555	XNR_RS12570 // XNR_RS12565 // XNR_RS12560 // XNR_RS12555	XNR_RS12555	2911012	2911260	hypothetical protein		
XNR_RS12560	XNR_RS12570 // XNR_RS12565 // XNR_RS12560 // XNR_RS12555	XNR_RS12560	2911293	2912288	hypothetical protein		
XNR_RS12565	XNR_RS12570 // XNR_RS12565 // XNR_RS12560 // XNR_RS12555	XNR_RS12565	2912285	2912615	hypothetical protein		
XNR_RS12570	XNR_RS12570 // XNR_RS12565 // XNR_RS12560 // XNR_RS12555	XNR_RS12570	2912612	2912908	hypothetical protein		
XNR_RS12575	XNR_RS12580 // XNR_RS12575	XNR_RS12575	2913021	2913446	NUDIX hydrolase		
XNR_RS12580	XNR_RS12580 // XNR_RS12575	XNR_RS12580	2913449	2913664	hypothetical protein		
XNR_RS12595	XNR_RS12600 // XNR_RS12595	XNR_RS12595	2914615	2916195	hypothetical protein		
XNR_RS12600	XNR_RS12600 // XNR_RS12595	XNR_RS12600	2916195	2918303	hypothetical protein		
XNR_RS12605	XNR_RS12615 // XNR_RS12610 // XNR_RS12605	XNR_RS12605	2918531	2919010	hypothetical protein		
XNR_RS12610	XNR_RS12615 // XNR_RS12610 // XNR_RS12605	XNR_RS12610	2919027	2919215	hypothetical protein		
XNR_RS12615	XNR_RS12615 // XNR_RS12610 // XNR_RS12605	XNR_RS12615	2919229	2919690	hypothetical protein		
XNR_RS12620	XNR_RS12620	XNR_RS12620	2919680	2920711	HNH endonuclease		
XNR_RS12625	XNR_RS12645 // XNR_RS12640 // XNR_RS12635 // XNR_RS12630 // XNR_RS12625	XNR_RS12625	2920816	2921508	DNA cytosine methyltransferase		
XNR_RS12630	XNR_RS12645 // XNR_RS12640 // XNR_RS12635 // XNR_RS12630 // XNR_RS12625	XNR_RS12630	2921505	2922161	DNA cytosine methyltransferase		
XNR_RS12635	XNR_RS12645 // XNR_RS12640 // XNR_RS12635 // XNR_RS12630 // XNR_RS12625	XNR_RS12635	2922158	2923048	bifunctional DNA primase/polymerase		
XNR_RS12640	XNR_RS12645 // XNR_RS12640 // XNR_RS12635 // XNR_RS12630 // XNR_RS12625	XNR_RS12640	2923045	2923395	hypothetical protein		
XNR_RS12645	XNR_RS12645 // XNR_RS12640 // XNR_RS12635 // XNR_RS12630 // XNR_RS12625	XNR_RS12645	2923392	2924633	DUF3631 domain-containing protein		
XNR_RS12650	XNR_RS12650	XNR_RS12650	2924807	2925016	helix-turn-helix domain-containing protein		
XNR_RS12655	XNR_RS12655	XNR_RS12655	2925084	2926481	tyrosine-type recombinase/integrase		
XNR_RS12660	XNR_RS12660	XNR_RS12660	2926528	2926601	tRNA-Thr		
XNR_RS12670	XNR_RS12675 // XNR_RS12670	XNR_RS12670	2928172	2928582	hypothetical protein		
XNR_RS12675	XNR_RS12675 // XNR_RS12670	XNR_RS12675	2928579	2929328	nucleotidyltransferase family protein		
XNR_RS12680	XNR_RS12685 // XNR_RS12680	XNR_RS12680	2929539	2930879	HlyC/CorC family transporter		
XNR_RS12685	XNR_RS12685 // XNR_RS12680	XNR_RS12685	2930876	2931898	HlyC/CorC family transporter		
XNR_RS12690	XNR_RS12690	XNR_RS12690	2932011	2933603	DoxX family membrane protein		
XNR_RS12700	XNR_RS12700	XNR_RS12700	2934858	2936258	cysteine--tRNA ligase		
XNR_RS12705	XNR_RS12705	XNR_RS12705	2936351	2936761	PPOX class F420-dependent oxidoreductase		
XNR_RS12710	XNR_RS12720 // XNR_RS12715 // XNR_RS12710	XNR_RS12710	2936812	2938077	MFS transporter		
XNR_RS12715	XNR_RS12720 // XNR_RS12715 // XNR_RS12710	XNR_RS12715	2938074	2939840	ABC transporter permease subunit		
XNR_RS12720	XNR_RS12720 // XNR_RS12715 // XNR_RS12710	XNR_RS12720	2939881	2941422	ABC transporter substrate-binding protein		
XNR_RS12725	XNR_RS12725	XNR_RS12725	2941481	2942095	GNAT family N-acetyltransferase		
XNR_RS12730	XNR_RS12730	XNR_RS12730	2942232	2942510	hypothetical protein		
XNR_RS12735	XNR_RS12740 // XNR_RS12735	XNR_RS12735	2942844	2943359	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase		
XNR_RS12740	XNR_RS12740 // XNR_RS12735	XNR_RS12740	2943349	2944146	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		
XNR_RS12745	XNR_RS12745	XNR_RS12745	2944519	2945001	CarD family transcriptional regulator		
XNR_RS12750	XNR_RS12750	XNR_RS12750	2945738	2946418	hypothetical protein		
XNR_RS12755	XNR_RS12760 // XNR_RS12755	XNR_RS12755	2946506	2947186	response regulator transcription factor		
XNR_RS12760	XNR_RS12760 // XNR_RS12755	XNR_RS12760	2947183	2948487	two-component sensor histidine kinase		
XNR_RS12770	XNR_RS12775 // XNR_RS12770	XNR_RS12770	2950018	2950341	multidrug transporter		
XNR_RS12775	XNR_RS12775 // XNR_RS12770	XNR_RS12775	2950331	2950894	TetR family transcriptional regulator		
XNR_RS12780	XNR_RS12785 // XNR_RS12780	XNR_RS12780	2950896	2951564	uridine kinase		
XNR_RS12785	XNR_RS12785 // XNR_RS12780	XNR_RS12785	2951557	2952240	MOSC domain-containing protein		
XNR_RS12790	XNR_RS12790	XNR_RS12790	2952285	2952806	DUF4232 domain-containing protein		
XNR_RS12795	XNR_RS12795	XNR_RS12795	2953016	2953480	helix-turn-helix domain-containing protein		
XNR_RS12800	XNR_RS12805 // XNR_RS12800	XNR_RS12800	2953657	2954052	VOC family protein		
XNR_RS12805	XNR_RS12805 // XNR_RS12800	XNR_RS12805	2954083	2954298	DUF397 domain-containing protein		
XNR_RS12810	XNR_RS12815 // XNR_RS12810	XNR_RS12810	2954459	2954668	DUF397 domain-containing protein		
XNR_RS12815	XNR_RS12815 // XNR_RS12810	XNR_RS12815	2954665	2955495	helix-turn-helix domain-containing protein		
XNR_RS12820	XNR_RS12825 // XNR_RS30810 // XNR_RS12820	XNR_RS12820	2955599	2955790	hypothetical protein		
XNR_RS12825	XNR_RS12825 // XNR_RS30810 // XNR_RS12820	XNR_RS12825	2955930	2956337	hypothetical protein		
XNR_RS12830	XNR_RS12830	XNR_RS12830	2956544	2957701	integral membrane protein		
XNR_RS12835	XNR_RS12850 // XNR_RS12845 // XNR_RS12840 // XNR_RS12835	XNR_RS12835	2957923	2958675	glycosyltransferase		
XNR_RS12840	XNR_RS12850 // XNR_RS12845 // XNR_RS12840 // XNR_RS12835	XNR_RS12840	2958672	2959295	methyltransferase domain-containing protein		
XNR_RS12845	XNR_RS12850 // XNR_RS12845 // XNR_RS12840 // XNR_RS12835	XNR_RS12845	2959292	2960086	PIG-L family deacetylase		
XNR_RS12850	XNR_RS12850 // XNR_RS12845 // XNR_RS12840 // XNR_RS12835	XNR_RS12850	2960083	2961108	hypothetical protein		
XNR_RS12855	XNR_RS12855	XNR_RS12855	2961235	2961486	DUF5133 domain-containing protein		
XNR_RS12860	XNR_RS12860	XNR_RS12860	2961675	2962310	DUF4232 domain-containing protein		
XNR_RS12865	XNR_RS12865	XNR_RS12865	2962438	2962701	DUF5133 domain-containing protein		
XNR_RS12870	XNR_RS12870	XNR_RS12870	2962740	2963597	hypothetical protein		
XNR_RS12875	XNR_RS12880 // XNR_RS12875	XNR_RS12875	2963888	2964337	universal stress protein		
XNR_RS12880	XNR_RS12880 // XNR_RS12875	XNR_RS12880	2964334	2965380	adenylate/guanylate cyclase domain-containing protein		
XNR_RS12885	XNR_RS12885	XNR_RS12885	2965430	2965969	CYTH domain-containing protein		
XNR_RS12890	XNR_RS12890	XNR_RS12890	2966109	2966477	hypothetical protein		
XNR_RS12895	XNR_RS12915 // XNR_RS12910 // XNR_RS12905 // XNR_RS12900 // XNR_RS12895	XNR_RS12895	2966488	2967294	DUF1295 domain-containing protein		
XNR_RS12900	XNR_RS12915 // XNR_RS12910 // XNR_RS12905 // XNR_RS12900 // XNR_RS12895	XNR_RS12900	2967291	2968601	class I SAM-dependent methyltransferase		
XNR_RS12905	XNR_RS12915 // XNR_RS12910 // XNR_RS12905 // XNR_RS12900 // XNR_RS12895	XNR_RS12905	2968598	2969908	class I SAM-dependent methyltransferase		
XNR_RS12910	XNR_RS12915 // XNR_RS12910 // XNR_RS12905 // XNR_RS12900 // XNR_RS12895	XNR_RS12910	2969905	2970717	DUF1365 domain-containing protein		
XNR_RS12915	XNR_RS12915 // XNR_RS12910 // XNR_RS12905 // XNR_RS12900 // XNR_RS12895	XNR_RS12915	2970714	2972015	FAD-dependent oxidoreductase		
XNR_RS12920	XNR_RS12920	XNR_RS12920	2972148	2972651	NUDIX domain-containing protein		
XNR_RS12925	XNR_RS12925	XNR_RS12925	2972721	2973785	DUF2804 domain-containing protein		
XNR_RS12930	XNR_RS12930	XNR_RS12930	2973866	2974324	hypothetical protein		
XNR_RS12935	XNR_RS12935	XNR_RS12935	2974380	2975342	peptidoglycan-binding protein		
XNR_RS12945	XNR_RS12955 // XNR_RS12950 // XNR_RS12945	XNR_RS12945	2976204	2977046	ABC transporter ATP-binding protein		
XNR_RS12950	XNR_RS12955 // XNR_RS12950 // XNR_RS12945	XNR_RS12950	2977043	2978107	iron ABC transporter permease		
XNR_RS12955	XNR_RS12955 // XNR_RS12950 // XNR_RS12945	XNR_RS12955	2978114	2979121	ABC transporter substrate-binding protein		
XNR_RS12960	XNR_RS12960	XNR_RS12960	2979447	2980247	IclR family transcriptional regulator		
XNR_RS12965	XNR_RS12965	XNR_RS12965	2980252	2981061	SAM-dependent methyltransferase		
XNR_RS12970	XNR_RS12970	XNR_RS12970	2981155	2982807	SpoIIE family protein phosphatase		
XNR_RS12975	XNR_RS12975	XNR_RS12975	2982945	2983859	NADP-dependent oxidoreductase		
XNR_RS12980	XNR_RS12980	XNR_RS12980	2983931	2984509	TetR/AcrR family transcriptional regulator		
XNR_RS12985	XNR_RS12985	XNR_RS12985	2984628	2986292	urocanate hydratase		
XNR_RS12990	XNR_RS12990	XNR_RS12990	2986411	2987787	S41 family peptidase		
XNR_RS12995	XNR_RS13000 // XNR_RS12995	XNR_RS12995	2988131	2988961	aminoglycoside phosphotransferase family protein		
XNR_RS13000	XNR_RS13000 // XNR_RS12995	XNR_RS13000	2988997	2989260	hypothetical protein		
XNR_RS13010	XNR_RS13010	XNR_RS13010	2989599	2991077	LCP family protein		
XNR_RS13020	XNR_RS13020 // mgtA	XNR_RS13020	2993734	2994093	winged helix-turn-helix transcriptional regulator		
XNR_RS13025	XNR_RS13025	XNR_RS13025	2994211	2994936	type 1 glutamine amidotransferase		
XNR_RS13030	XNR_RS13030	XNR_RS13030	2995089	2996375	NAD(P)/FAD-dependent oxidoreductase		
XNR_RS13035	XNR_RS13035	XNR_RS13035	2996548	2997243	class I SAM-dependent methyltransferase		
XNR_RS13040	XNR_RS13040	XNR_RS13040	2997305	2997655	hypothetical protein		
XNR_RS13045	XNR_RS13045	XNR_RS13045	2997695	2998444	hypothetical protein		
XNR_RS13050	XNR_RS13055 // XNR_RS13050	XNR_RS13050	2998678	2999052	VOC family protein		
XNR_RS13055	XNR_RS13055 // XNR_RS13050	XNR_RS13055	2998998	2999954	DMT family transporter		
XNR_RS13060	XNR_RS13060	XNR_RS13060	2999977	3001461	PLP-dependent aminotransferase family protein		
XNR_RS13065	XNR_RS13065	XNR_RS13065	3001841	3002032	hypothetical protein		
XNR_RS13070	XNR_RS13070	XNR_RS13070	3002029	3002922	NAD-dependent protein deacetylase		
XNR_RS13075	XNR_RS13075	XNR_RS13075	3003080	3003658	snapalysin family zinc-dependent metalloprotease		
XNR_RS13080	XNR_RS13080	XNR_RS13080	3003814	3004329	peptidylprolyl isomerase		
XNR_RS13085	XNR_RS13085	XNR_RS13085	3004407	3004595	hypothetical protein		
XNR_RS13090	XNR_RS13090	XNR_RS13090	3004694	3004891	DUF397 domain-containing protein		
XNR_RS13095	XNR_RS13100 // XNR_RS13095	XNR_RS13095	3005044	3005256	DUF397 domain-containing protein		
XNR_RS13100	XNR_RS13100 // XNR_RS13095	XNR_RS13100	3005253	3006083	helix-turn-helix transcriptional regulator		
XNR_RS13105	XNR_RS13110 // XNR_RS13105	XNR_RS13105	3006217	3006405	hypothetical protein		
XNR_RS13110	XNR_RS13110 // XNR_RS13105	XNR_RS13110	3006402	3006620	hypothetical protein		
XNR_RS13115	XNR_RS13115	XNR_RS13115	3006969	3007676	FadR family transcriptional regulator		
XNR_RS13120	XNR_RS13120	XNR_RS13120	3007950	3009278	hypothetical protein		
XNR_RS13125	XNR_RS13130 // XNR_RS13125	XNR_RS13125	3009380	3010852	acyl-CoA synthetase		
XNR_RS13130	XNR_RS13130 // XNR_RS13125	XNR_RS13130	3010845	3012209	acetyl-CoA carboxyltransferase subunit alpha		
XNR_RS13135	XNR_RS13135	XNR_RS13135	3012294	3012758	hypothetical protein		
XNR_RS13140	XNR_RS13140	XNR_RS13140	3012920	3013879	MerR family transcriptional regulator		
XNR_RS13145	XNR_RS13145	XNR_RS13145	3013851	3014348	GNAT family N-acetyltransferase		
XNR_RS13150	XNR_RS13150	XNR_RS13150	3014492	3014968	VOC family protein		
XNR_RS13155	XNR_RS13160 // XNR_RS13155	XNR_RS13155	3015076	3015702	RraA family protein		
XNR_RS13160	XNR_RS13160 // XNR_RS13155	XNR_RS13160	3015735	3016694	D-2-hydroxyacid dehydrogenase family protein		
XNR_RS13165	XNR_RS13165	XNR_RS13165	3016710	3017567	DMT family transporter		
XNR_RS13170	XNR_RS13170	XNR_RS13170	3017656	3018594	hypothetical protein		
XNR_RS13175	XNR_RS13175	XNR_RS13175	3018701	3019075	MerR family transcriptional regulator		
XNR_RS13180	XNR_RS13185 // XNR_RS13180	XNR_RS13180	3019107	3019901	DUF429 domain-containing protein		
XNR_RS13185	XNR_RS13185 // XNR_RS13180	XNR_RS13185	3019933	3021201	hypothetical protein		
XNR_RS13190	XNR_RS13190	XNR_RS13190	3021875	3022348	MarR family transcriptional regulator		
XNR_RS13195	XNR_RS13195	XNR_RS13195	3022422	3022796	cupin domain-containing protein		
XNR_RS13205	XNR_RS13205	XNR_RS13205	3023033	3024225	IS3 family transposase		
XNR_RS13210	XNR_RS13220 // XNR_RS13215 // XNR_RS13210	XNR_RS13210	3024864	3025538	response regulator transcription factor		
XNR_RS13215	XNR_RS13220 // XNR_RS13215 // XNR_RS13210	XNR_RS13215	3025535	3026761	two-component sensor histidine kinase		
XNR_RS13220	XNR_RS13220 // XNR_RS13215 // XNR_RS13210	XNR_RS13220	3026782	3027693	CPBP family intramembrane metalloprotease		
XNR_RS13225	XNR_RS13225	XNR_RS13225	3028068	3028800	SDR family oxidoreductase		
XNR_RS13230	XNR_RS13230	XNR_RS13230	3029058	3029999	AraC family transcriptional regulator		
XNR_RS13235	XNR_RS13235	XNR_RS13235	3030080	3030922	NAD(P)H-binding protein		
XNR_RS13240	XNR_RS13240	XNR_RS13240	3031021	3031632	NAD(P)H-dependent oxidoreductase		
XNR_RS13245	XNR_RS13245	XNR_RS13245	3031664	3033553	S9 family peptidase		
XNR_RS13250	XNR_RS13250	XNR_RS13250	3034606	3035277	DUF3159 domain-containing protein		
XNR_RS13255	XNR_RS13255	XNR_RS13255	3036168	3036605	HIT family protein		
XNR_RS13260	XNR_RS13260	XNR_RS13260	3036991	3037677	TetR family transcriptional regulator		
XNR_RS13265	XNR_RS13265	XNR_RS13265	3038095	3039855	CocE/NonD family hydrolase		
XNR_RS13270	XNR_RS13270	XNR_RS13270	3039994	3040764	IS5-like element IS112 family transposase		
XNR_RS13275	XNR_RS13275	XNR_RS13275	3040713	3042197	SAM-dependent DNA methyltransferase		
XNR_RS13280	XNR_RS13280	XNR_RS13280	3042865	3043365	hypothetical protein		
XNR_RS13285	XNR_RS13285 // XNR_RS30605	XNR_RS13285	3043861	3044631	IS5-like element IS112 family transposase		
XNR_RS13290	XNR_RS13290	XNR_RS13290	3047475	3048639	IS3 family transposase		
XNR_RS13295	XNR_RS13295	XNR_RS13295	3048781	3049953	serine hydrolase		
XNR_RS13300	XNR_RS13300	XNR_RS13300	3050027	3051370	hypothetical protein		
XNR_RS13305	XNR_RS13305	XNR_RS13305	3051586	3052116	ATP-binding protein		
XNR_RS13315	XNR_RS13320 // XNR_RS13315	XNR_RS13315	3052872	3054068	cupin		
XNR_RS13320	XNR_RS13320 // XNR_RS13315	XNR_RS13320	3054002	3054859	aldo/keto reductase		
XNR_RS13325	XNR_RS13325	XNR_RS13325	3054847	3055704	hypothetical protein		
XNR_RS13330	mobC // XNR_RS13330	XNR_RS13330	3055829	3057532	hypothetical protein		
XNR_RS13340	XNR_RS13340	XNR_RS13340	3058415	3059269	DUF2637 domain-containing protein		
XNR_RS13345	XNR_RS13345	XNR_RS13345	3059687	3061048	DUF3631 domain-containing protein		
XNR_RS13350	XNR_RS13350	XNR_RS13350	3061220	3061450	hypothetical protein		
XNR_RS13355	XNR_RS13360 // XNR_RS13355	XNR_RS13355	3061545	3062246	helix-turn-helix transcriptional regulator		
XNR_RS13360	XNR_RS13360 // XNR_RS13355	XNR_RS13360	3062243	3063916	site-specific integrase		
XNR_RS13365	XNR_RS13365	XNR_RS13365	3064044	3064117	tRNA-Thr		
XNR_RS13370	XNR_RS13370	XNR_RS13370	3064233	3065816	alpha/beta hydrolase		
XNR_RS13375	XNR_RS13375	XNR_RS13375	3065950	3067161	DNA polymerase III subunit delta'		
XNR_RS13380	XNR_RS13380	XNR_RS13380	3067686	3071000	dTMP kinase		
XNR_RS13395	XNR_RS13395	XNR_RS13395	3075277	3076830	class I SAM-dependent methyltransferase		
XNR_RS13400	XNR_RS13400	XNR_RS13400	3077082	3077657	hypothetical protein		
XNR_RS13405	XNR_RS13405	XNR_RS13405	3077904	3078332	ATP-binding protein		
XNR_RS13410	XNR_RS13410	XNR_RS13410	3078620	3078961	STAS domain-containing protein		
XNR_RS13415	XNR_RS13415	XNR_RS13415	3079016	3081565	DEAD/DEAH box helicase		
XNR_RS13420	XNR_RS13425 // XNR_RS13420	XNR_RS13420	3081528	3081917	flp pilus-assembly TadE/G-like family protein		
XNR_RS13425	XNR_RS13425 // XNR_RS13420	XNR_RS13425	3081914	3082315	pilus assembly protein TadE		
XNR_RS13430	XNR_RS13430	XNR_RS13430	3082416	3083093	DUF4244 domain-containing protein		
XNR_RS13435	XNR_RS13435	XNR_RS13435	3083272	3083715	type II secretion system F family protein		
XNR_RS13440	XNR_RS13450 // XNR_RS13445 // XNR_RS13440	XNR_RS13440	3084102	3084959	type II secretion system F family protein		
XNR_RS13445	XNR_RS13450 // XNR_RS13445 // XNR_RS13440	XNR_RS13445	3084996	3086153	TadA family conjugal transfer-associated ATPase		
XNR_RS13450	XNR_RS13450 // XNR_RS13445 // XNR_RS13440	XNR_RS13450	3086150	3087325	septum formation initiator		
XNR_RS13455	XNR_RS13455	XNR_RS13455	3088477	3089349	HAD-IB family hydrolase		
XNR_RS13460	XNR_RS13460	XNR_RS13460	3089622	3090470	Fic family protein		
XNR_RS13465	XNR_RS13465	XNR_RS13465	3090572	3091558	ATP-binding protein		
XNR_RS13470	XNR_RS13470	XNR_RS13470	3091605	3092879	hypothetical protein		
XNR_RS13475	XNR_RS13475	XNR_RS13475	3093965	3096355	bifunctional SulP family inorganic anion transporter/carbonic anhydrase		
XNR_RS13490	XNR_RS13495 // XNR_RS13490	XNR_RS13490	3100598	3101140	phage holin family protein		
XNR_RS13495	XNR_RS13495 // XNR_RS13490	XNR_RS13495	3101137	3102075	alpha/beta hydrolase		
XNR_RS13505	XNR_RS13505	XNR_RS13505	3102578	3103777	MarP family serine protease		
XNR_RS13510	XNR_RS13510	XNR_RS13510	3103988	3104719	CoA pyrophosphatase		
XNR_RS13525	XNR_RS13525	XNR_RS13525	3106297	3106971	Crp/Fnr family transcriptional regulator		
XNR_RS13530	XNR_RS13535 // XNR_RS13530	XNR_RS13530	3107046	3107864	MBL fold metallo-hydrolase		
XNR_RS13535	XNR_RS13535 // XNR_RS13530	XNR_RS13535	3107861	3108751	hypothetical protein		
XNR_RS13540	XNR_RS30825 // XNR_RS13540	XNR_RS13540	3108869	3109336	RidA family protein		
XNR_RS13545	XNR_RS13550 // XNR_RS13545	XNR_RS13545	3109577	3110566	ArsA family ATPase		
XNR_RS13550	XNR_RS13550 // XNR_RS13545	XNR_RS13550	3110598	3111932	ArsA family ATPase		
XNR_RS13555	XNR_RS13555	XNR_RS13555	3112102	3112476	WhiB family transcriptional regulator		
XNR_RS13560	XNR_RS13560	XNR_RS13560	3113129	3115357	transglycosylase domain-containing protein		
XNR_RS13565	XNR_RS13565	XNR_RS13565	3115460	3115924	GatB/YqeY domain-containing protein		
XNR_RS13570	XNR_RS13570	XNR_RS13570	3116001	3116936	metallophosphoesterase		
XNR_RS13575	XNR_RS13575	XNR_RS13575	3117074	3117147	tRNA-Pro		
XNR_RS13580	XNR_RS13580	XNR_RS13580	3117217	3117876	hypothetical protein		
XNR_RS13585	XNR_RS13590 // XNR_RS13585	XNR_RS13585	3118196	3118924	ABC transporter ATP-binding protein		
XNR_RS13590	XNR_RS13590 // XNR_RS13585	XNR_RS13590	3118921	3121191	FtsX-like permease family protein		
XNR_RS13595	XNR_RS13595	XNR_RS13595	3121188	3122231	transcriptional regulator		
XNR_RS13600	XNR_RS13600	XNR_RS13600	3122383	3122961	DinB family protein		
XNR_RS13605	XNR_RS13605	XNR_RS13605	3123054	3124154	winged helix DNA-binding domain-containing protein		
XNR_RS13610	XNR_RS13615 // XNR_RS13610	XNR_RS13610	3124180	3124788	DUF1707 domain-containing protein		
XNR_RS13615	XNR_RS13615 // XNR_RS13610	XNR_RS13615	3124799	3125389	hypothetical protein		
XNR_RS13620	XNR_RS13620	XNR_RS13620	3125575	3126033	hypothetical protein		
XNR_RS13625	XNR_RS13625	XNR_RS13625	3126166	3127164	alpha/beta hydrolase		
XNR_RS13630	XNR_RS13630	XNR_RS13630	3127536	3129290	serine/threonine protein kinase		
XNR_RS13635	XNR_RS13640 // XNR_RS13635	XNR_RS13635	3129294	3129947	hypothetical protein		
XNR_RS13640	XNR_RS13640 // XNR_RS13635	XNR_RS13640	3129944	3130687	hypothetical protein		
