Orthogroup	Bsu	Eco	Mtu	Pae	Sac	Sal	Sen
OG0001633	"BSU_02680, BSU_39990"		Rv0196	PA0475			
OG0001634	"BSU_03200, BSU_32850"		Rv1188			XNR_RS06500	
OG0001635	BSU_03450	b2427			SACI_RS03570		STM2756
OG0001636	BSU_03950	b1841				XNR_RS14480	STM1875
OG0001637	"BSU_04160, BSU_12000, BSU_38600"						STM4448
OG0001638	BSU_04260	b1763			SACI_RS06560		STM1298
OG0001639	BSU_04330	b1134		PA2625			STM1235
OG0001640	"BSU_04720, BSU_23460"		Rv3287c			XNR_RS07755	
OG0001641	"BSU_05090, BSU_05190"			PA1848		XNR_RS24275	
OG0001642	BSU_05150	b1696					"STM1355, STM4423"
OG0001643	"BSU_05540, BSU_07140, BSU_13060, BSU_27680"						
OG0001644	BSU_05580		Rv2506	PA1241		XNR_RS20850	
OG0001645	"BSU_05740, BSU_09410"	b0383		PA3296			
OG0001646	"BSU_06180, BSU_33120"	b1304					STM1690
OG0001647	BSU_06460		Rv0787A		SACI_RS07675	XNR_RS14110	
OG0001648	BSU_06470		Rv0788		SACI_RS07680	XNR_RS14105	
OG0001649	"BSU_07130, BSU_30300"	b4119					STM4298
OG0001650	BSU_07300		"Rv1516c, Rv1520"				STM2087
OG0001651	BSU_07600			PA0754		XNR_RS28510	STM2786
OG0001652	BSU_07735	b3293				XNR_RS16325	STM3413
OG0001653	BSU_07840	b4213				XNR_RS24100	STM4403
OG0001654	BSU_08060		Rv0843	PA4150		XNR_RS02980	
OG0001655	"BSU_08070, BSU_24040"			PA4151		XNR_RS02975	
OG0001656	BSU_08200	"b3682, b3683"				XNR_RS31545	
OG0001657	BSU_08480	b1765		PA3208			STM1296
OG0001658	BSU_08820			PA4236		"XNR_RS03155, XNR_RS07910"	
OG0001659	BSU_08910	b4166		PA4950			STM4355
OG0001660	BSU_08970	b1783		PA0588			STM1285
OG0001661	BSU_08980	b1784		PA0587			STM1284
OG0001662	BSU_09130	b1729					"STM1320, STM1368"
OG0001663	"BSU_09370, BSU_09420, BSU_19410, BSU_27840"						
OG0001664	BSU_09400	b1188		PA0586			STM1804
OG0001665	BSU_09640	b1330			SACI_RS01120		STM1663
OG0001666	"BSU_09750, BSU_13470, BSU_19950, BSU_29570"						
OG0001667	BSU_10020	b0907		PA3167			STM0977
OG0001668	BSU_10220	b4077		PA5479			STM4283
OG0001669	BSU_10320	b3253		PA1833			STM3376
OG0001670	"BSU_10450, BSU_19580"				"SACI_RS01875, SACI_RS08340"		
OG0001671	BSU_10570	b0715		PA0751			STM0729
OG0001672	"BSU_10820, BSU_18370"	b1985					STM2013
OG0001673	BSU_11170		"Rv3719, Rv3790"			XNR_RS19405	
OG0001674	BSU_11200		Rv1653	PA4402		XNR_RS26100	
OG0001675	"BSU_11300, BSU_31540"			PA0146		XNR_RS19680	
OG0001676	BSU_11500	b2471		PA3664			STM2482
OG0001677	"BSU_11570, BSU_21350"	b2963					STM3112
OG0001678	BSU_11820	b0962		PA1405			STM1075
OG0001679	BSU_12240	b0491	Rv3000				STM0503
OG0001680	"BSU_12460, BSU_12810, BSU_25710, BSU_25900"						
OG0001681	"BSU_12480, BSU_17270, BSU_17820, BSU_20460"						
OG0001682	"BSU_12680, BSU_26030"		Rv3896c			XNR_RS24845	
OG0001683	BSU_13020		Rv2323c	PA1195		XNR_RS22820	
OG0001684	"BSU_13140, BSU_13160"			PA2850		XNR_RS22310	
OG0001685	"BSU_13270, BSU_13280"			"PA2658, PA2659"			
OG0001686	BSU_13410		Rv0937c	PA2150		XNR_RS07400	
OG0001687	BSU_13550			PA3169	SACI_RS02575	XNR_RS09395	
OG0001688	BSU_13730	b2765		PA2666			STM2949
OG0001689	BSU_13750	b2794		PA2806			STM2968
OG0001690	"BSU_13970, BSU_14960"			PA1139		XNR_RS06115	
OG0001691	"BSU_14150, BSU_14170"	b0684					STM0694
OG0001692	BSU_14500	b4222			SACI_RS11265		STM4411
OG0001693	"BSU_14530, BSU_16780"		Rv2752c			XNR_RS05565	
OG0001694	BSU_14810		Rv1095	PA3919		XNR_RS20375	
OG0001695	BSU_14870		Rv1456c	PA0112		XNR_RS24435	
OG0001696	BSU_15050		Rv3194c			"XNR_RS07945, XNR_RS08985"	
OG0001697	BSU_15250		Rv1825			"XNR_RS27060, XNR_RS27070"	
OG0001698	BSU_15280	b0094		PA4408			STM0132
OG0001699	BSU_15340		Rv3041c			"XNR_RS06935, XNR_RS24880"	
OG0001700	BSU_15400	b2952		PA0392			STM3101
OG0001701	BSU_15470		Rv1379	PA0403		XNR_RS26585	
OG0001702	BSU_15550	b1281		PA2876			STM1707
OG0001703	BSU_15660	b3644		PA5335			STM3735
OG0001704	BSU_15890	b1090		PA2969			STM1192
OG0001705	BSU_15940		Rv2922c	PA1527		XNR_RS06100	
OG0001706	BSU_16160	b3931		PA5054			STM4091
OG0001707	BSU_16180	b1073		PA1077			STM1174
OG0001708	BSU_16190	b1074		PA1078			STM1175
OG0001709	BSU_16200	b1937		PA1100			STM1968
OG0001710	BSU_16210	b1938		PA1101			STM1969
OG0001711	BSU_16220	b1939		PA1102			STM1970
OG0001712	BSU_16280	b1075		PA1079			STM1176
OG0001713	BSU_16290	b1078		PA1082			STM1179
OG0001714	BSU_16310	b1945		PA1443			STM1976
OG0001715	BSU_16350	b1948		PA1446			STM1979
OG0001716	BSU_16360	b1949		PA1447			STM1980
OG0001717	BSU_16370	b1950		PA1448			STM1981
OG0001718	BSU_16810	b2101		PA3757			STM2145
OG0001719	BSU_17040	b2733		PA3620			STM2909
OG0001720	BSU_17050	b4170		PA4946			STM4359
OG0001721	BSU_17340	b4172		PA4944			STM4361
OG0001722	BSU_17600	b3565				XNR_RS00950	STM3661
OG0001723	BSU_17840			"PA0817, PA1129, PA2546"			
OG0001724	BSU_17930		Rv0527			"XNR_RS07390, XNR_RS17645"	
OG0001725	BSU_18070	b3059		PA0581			STM3207
OG0001726	BSU_18740			"PA2785, PA5403"		XNR_RS28440	
OG0001727	BSU_19040	b3074		PA3221	SACI_RS07665		
OG0001728	BSU_19070		Rv0681			"XNR_RS03015, XNR_RS05470"	
OG0001729	BSU_19350			PA3264		XNR_RS26140	STM4195
OG0001730	BSU_19630	b4384			SACI_RS05950		STM4570
OG0001731	BSU_21980	b3471		PA0013			STM3579
OG0001732	BSU_21990	b0214		PA1815			STM0263
OG0001733	BSU_22050		"Rv1660, Rv1665"			XNR_RS28785	
OG0001734	BSU_22090	b3909					"STM0161, STM0651"
OG0001735	BSU_22170	b0948		PA3048			STM1061
OG0001736	BSU_22230	b2417				XNR_RS27030	STM2433
OG0001737	BSU_22360	b0930			SACI_RS03680		STM1000
OG0001738	BSU_22450	b0143		PA4727			STM0184
OG0001739	BSU_22470	b0364	Rv0323c			XNR_RS28820	
OG0001740	BSU_23210		Rv1710	PA3197		XNR_RS25040	
OG0001741	BSU_23220		Rv1709	PA3198		XNR_RS25035	
OG0001742	BSU_23770	b2366		PA3357			STM3802
OG0001743	BSU_23930		Rv1322A		SACI_RS04410	XNR_RS07135	
OG0001744	BSU_24330					"XNR_RS06800, XNR_RS24685, XNR_RS24695"	
OG0001745	BSU_24580	b0059		PA3308			STM0096
OG0001746	BSU_25230	b0387		PA5247			STM0387
OG0001747	BSU_25240	b1703		PA1769			STM1348
OG0001748	BSU_25260	b3559		PA0008			STM3655
OG0001749	BSU_25270	b3560		PA0009			STM3656
OG0001750	BSU_25310	b4042		PA3603			STM4236
OG0001751	BSU_25400		Rv3688c	PA0578		XNR_RS13565	
OG0001752	BSU_25410	b3065		PA0579			STM3209
OG0001753	BSU_25800		Rv2641	PA2024		XNR_RS15965	
OG0001754	BSU_26410	b4030		PA3403			STM4226
OG0001755	"BSU_26440, BSU_39970"	b2152					STM2192
OG0001756	BSU_26800		Rv2781c	PA4202		XNR_RS21710	
OG0001757	BSU_26880	b0769		PA0793		XNR_RS16845	
OG0001758	"BSU_08779, BSU_26960, BSU_26990, BSU_40530"						
OG0001759	BSU_27080						"STM0571, STM3773, STM4534"
OG0001760	BSU_27200	"b0904, b2492"					STM0974
OG0001761	BSU_27270	b0159	Rv0091				STM0207
OG0001762	BSU_27450			"PA2203, PA4194"		XNR_RS02465	
OG0001763	BSU_27620	b2892		PA3725			STM3042
OG0001764	BSU_27700	b0407		PA3822			STM0406
OG0001765	BSU_27990	b1175		PA3244			STM1815
OG0001766	BSU_28000	b1176		PA3243			STM1814
OG0001767	BSU_28040	b3638		PA5319			STM3729
OG0001768	BSU_28190	b3865		PA5492			STM4001
OG0001769	BSU_28340					"XNR_RS04360, XNR_RS13040, XNR_RS27100"	
OG0001770	BSU_28610	b2910		PA5227			STM3060
OG0001771	BSU_28690	b4467		PA5353	SACI_RS00990		
OG0001772	BSU_28700		Rv0546c			"XNR_RS00455, XNR_RS03455"	
OG0001773	BSU_28790	b0063				XNR_RS16435	STM0103
OG0001774	BSU_28800	b0062				XNR_RS16430	STM0102
OG0001775	BSU_29010			PA4773	"SACI_RS06520, SACI_RS07475"		
OG0001776	BSU_29560			PA2555	SACI_RS05475	XNR_RS03175	
OG0001777	BSU_29640	b1832		PA2822			STM1847
OG0001778	BSU_30035	b2183		PA0733			STM2222
OG0001779	BSU_30060	b3492		PA0559			STM3588
OG0001780	"BSU_30100, BSU_39700"			PA3158			STM4425
OG0001781	BSU_30270			PA3190		"XNR_RS00785, XNR_RS09260"	
OG0001782	BSU_30480	b3211			SACI_RS04985		STM3329
OG0001783	BSU_30560	b3403		PA5192			STM3500
OG0001784	BSU_30820	b2264	Rv0555				STM2309
OG0001785	"BSU_31000, BSU_32150"		Rv2669			XNR_RS09490	
OG0001786	"BSU_31070, BSU_33740, BSU_33840"				SACI_RS03830		
OG0001787	BSU_31120	b1081		PA1085			STM1182
OG0001788	BSU_31170	b3087				XNR_RS22800	STM3223
OG0001789	BSU_31322	b1250	Rv3200c			XNR_RS15170	
OG0001790	"BSU_31360, BSU_31370"	b3011					STM3164
OG0001791	BSU_31740			"PA0356, PA0758, PA5346"			
OG0001792	BSU_31750		"Rv0573c, Rv1330c"			XNR_RS08885	
OG0001793	BSU_32010			PA2689		XNR_RS16405	STM2776
OG0001794	BSU_32220	b3414		PA1847			STM3511
OG0001795	BSU_32250		Rv1295		SACI_RS06760	XNR_RS07330	
OG0001796	BSU_32570	b3374			SACI_RS02635		STM3600
OG0001797	BSU_32610	b3371					"STM0572, STM3601"
OG0001798	BSU_32980			"PA1330, PA1379"		XNR_RS28520	
OG0001799	BSU_33370		Rv0500A			"XNR_RS10815, XNR_RS17460"	
OG0001800	BSU_33510	b0484		PA3574a		XNR_RS20950	
OG0001801	BSU_33610	b4179		PA4937			STM4368
OG0001802	BSU_33910	b3612		PA5131			STM3704
OG0001803	BSU_34040	b0307			SACI_RS07955	XNR_RS04115	
OG0001804	BSU_34200	b3202		PA4462			STM3320
OG0001805	BSU_34570	b1316	Rv3401			XNR_RS08495	
OG0001806	BSU_35200			"PA4596, PA4600"		XNR_RS26170	
OG0001807	BSU_35330	b1925		PA1095			STM1961
OG0001808	BSU_35340	b1924		PA1094			STM1960
OG0001809	BSU_35370	b2696		PA0905			STM2826
OG0001810	BSU_35400	b1083		PA1087			STM1184
OG0001811	BSU_35410	b1082		PA1086			STM1183
OG0001812	BSU_35660	b3786		PA3148			STM3920
OG0001813	BSU_35930	b3748				XNR_RS01825	STM3881
OG0001814	BSU_36080	b1462		PA1644	SACI_RS08225		
OG0001815	BSU_36370	b0180		PA3645			STM0227
OG0001816	BSU_36600					"XNR_RS06390, XNR_RS10185, XNR_RS16975"	
OG0001817	BSU_36650		Rv1849	PA4867		XNR_RS27625	
OG0001818	BSU_36660		Rv1848	PA4865		XNR_RS27620	
OG0001819	BSU_36850	b3736		PA5558			STM3869
OG0001820	BSU_36920	b4090	Rv2465c			XNR_RS21370	
OG0001821	BSU_36940	b1821		PA2910			STM1834
OG0001822	BSU_37110	"b0825, b3946"					STM4109
OG0001823	BSU_37530		Rv0359		SACI_RS02135	XNR_RS22895	
OG0001824	BSU_37670		Rv2676c		SACI_RS00055	XNR_RS03735	
OG0001825	BSU_37860	b0918		PA2979			STM0988
OG0001826	BSU_37930	b2807		PA0379			STM2981
OG0001827	BSU_38140	b0429		PA1320			STM0440
OG0001828	BSU_38360	b0967		PA0354			STM1080
OG0001829	BSU_38490	b3930	Rv0534c				STM4090
OG0001830	BSU_38620		Rv1688	PA4010		XNR_RS24910	
OG0001831	BSU_38730	b0886				XNR_RS28645	STM0956
OG0001832	"BSU_39020, BSU_39410"	b2393					STM2409
OG0001833	BSU_39350			PA5098		XNR_RS19945	STM0791
OG0001834	BSU_39370			PA5092		XNR_RS09760	STM0787
OG0001835	BSU_39450	b2452		PA1491			STM2460
OG0001836	BSU_39680	b4474		PA0238			STM4427
OG0001837	BSU_39740					XNR_RS20970	"STM4429, STM4430"
OG0001838	BSU_40090	b0605		PA0139			STM0608
OG0001839	BSU_40100	b0606		PA0140			STM0609
OG0001840	BSU_40230	b0636		PA4004			STM0641
OG0001841	BSU_40820		Rv1084		SACI_RS00955	XNR_RS20085	
OG0001842	BSU_41010	b3741		PA5565			STM3874
OG0001843	BSU_41020	b3706		PA5567			STM3843
OG0001844	BSU_08425		"Rv1619, Rv1640c"	PA0920			
OG0001845	BSU_18040	b0736		PA0968			STM0744
OG0001846		b0006		PA3539		XNR_RS22715	STM0005
OG0001847		b0028		PA4558	SACI_RS03050		STM0048
OG0001848		b0055		"PA0598, PA1191"			STM0094
OG0001849		b0108		"PA4525, PA4556"			STM0144
OG0001850		b0124		"PA1982, PA2290"			STM0169
OG0001851		"b0132, b2244, b2305, b3411"					
OG0001852		b0146		PA4721	SACI_RS01860		STM0187
OG0001853		b0148		PA3961		XNR_RS24175	STM0189
OG0001854		"b0149, b0149"		PA4700			STM0190
OG0001855		b0191		PA0868		XNR_RS11990	STM0240
OG0001856		b0195		PA3388	SACI_RS09160		STM0243
OG0001857		b0200	Rv0114	PA0006			STM0248
OG0001858		b0208	Rv0377	PA1859			STM0256
OG0001859		b0223	Rv1061	PA1307			STM0311
OG0001860		b0224		PA3756			"STM0312, STM3277"
OG0001861		"b0246, b0266, b2004, b2645"					
OG0001862		"b0256, b1404, b4284"	Rv3191c				
OG0001863		b0267	Rv2812	PA3868			PSLT044
OG0001864		b0336		PA0438	SACI_RS09860		STM3333
OG0001865		b0350	Rv3536c	PA4127			STM1105
OG0001866		"b0355, b2154"		PA3628			STM2194
OG0001867		b0375					"STM0020, STM0374, STM4596"
OG0001868		b0443	Rv2475c			XNR_RS21130	STM0454
OG0001869		b0507		PA1502		XNR_RS03160	STM0517
OG0001870		b0521		PA5173			"STM0532, STM4466"
OG0001871		b0556					"STM0908, STM1029, STM2611"
OG0001872		"b0558, b1161, b1549"					STM1856
OG0001873		b0577		PA3468		XNR_RS03575	STM0569
OG0001874		b0579		PA1995		XNR_RS21815	STM0579
OG0001875		b0581	Rv0433	PA2181			STM0583
OG0001876		b0633		"PA4000, PA4485"			STM0638
OG0001877		b0634		PA4002		XNR_RS21485	STM0639
OG0001878		"b0645, b0648"					"STM0655, STM0657"
OG0001879		"b0646, b0649"					"STM0656, STM0658"
OG0001880		b0680		PA1794	SACI_RS07250		STM0686
OG0001881		b0686			SACI_RS05080	XNR_RS18755	STM0696
OG0001882		b0688	Rv3068c			XNR_RS27690	STM0698
OG0001883		"b0706, b1460, b3484, b4514"					
OG0001884		"b0709, b4130"					"STM0710, STM2560"
OG0001885		b0710		PA4445		XNR_RS30125	STM0711
OG0001886		"b0716, b3048"		"PA0497, PA0498"			
OG0001887		b0741		"PA0973, PA3526"			STM0749
OG0001888		"b0754, b1704"					"STM0760, STM1347"
OG0001889		b0755	Rv0489			XNR_RS16795	STM0772
OG0001890		b0761		PA0487	SACI_RS05685		STM0779
OG0001891		b0790		PA2156		XNR_RS14355	STM0813
OG0001892		b0796	"Rv0328, Rv1219c"				STM0819
OG0001893		b0835		PA0916		XNR_RS05510	STM0852
OG0001894		b0869		PA0333		XNR_RS03390	STM0933
OG0001895		b0870		PA0902		XNR_RS17215	STM0934
OG0001896		"b0903, b3114"					"STM0973, STM3241"
OG0001897		b0931		"PA4376, PA4919"			STM1004
OG0001898		b0937		"PA2357, PA3446"		XNR_RS17605	
OG0001899		b0947		PA3022		XNR_RS00300	STM1060
OG0001900		b0950		"PA4690, PA4690a"			STM1063
OG0001901		b0960		PA0454		XNR_RS16930	STM1073
OG0001902		b0961	Rv0870c			XNR_RS18265	STM1074
OG0001903		"b0983, b2062"		PA2234			STM2118
OG0001904		"b0992, b2204"		PA3391			STM2257
OG0001905		b1056		PA0423		XNR_RS06350	STM1157
OG0001906		b1061					"STM1019, STM1162, STM2621"
OG0001907		b1129		"PA1180, PA2656"			STM1230
OG0001908		b1159	Rv2469c			"XNR_RS21240, XNR_RS24895"	
OG0001909		b1183					"PSLT055, STM1998, STM2230"
OG0001910		b1191		PA5021		XNR_RS10585	STM1801
OG0001911		b1214		PA3419		XNR_RS08310	STM1773
OG0001912		b1241				XNR_RS17155	"STM1749, STM2052"
OG0001913		"b1275, b1987"		PA1754			STM1713
OG0001914		b1282		PA4840	SACI_RS04135		STM1706
OG0001915		b1298	Rv2859c	PA0297		XNR_RS25855	
OG0001916		b1323		"PA0873, PA2449"			STM1683
OG0001917		b1333		"PA1789, PA4328"			STM1661
OG0001918		b1342		"PA1773, PA1873"			STM1656
OG0001919		b1350					"STM1009, STM1870, STM2632"
OG0001920		"b1363, b3849"		PA3210			STM3986
OG0001921		b1380		PA0927		XNR_RS23580	STM1647
OG0001922		b1384		"PA4070, PA4094"		XNR_RS22115	
OG0001923		b1413		PA3297		XNR_RS14050	STM1641
OG0001924		b1476		"PA4810, PA4883"			STM1568
OG0001925		b1482		PA0059		XNR_RS02050	STM1563
OG0001926		b1488	Rv0838			XNR_RS26995	STM1599
OG0001927		b1519	Rv0294	PA2564		XNR_RS10285	
OG0001928		b1586		"PA0039, PA0060"			STM1500
OG0001929		b1591					"STM0610, STM1495, STM4308"
OG0001930		b1602	Rv0157	PA0196			STM1480
OG0001931		b1613	Rv3255c			XNR_RS09465	STM1467
OG0001932		b1617				"XNR_RS02555, XNR_RS08350, XNR_RS28360"	
OG0001933		b1627		"PA2995, PA3489"			STM1459
OG0001934		b1629		PA3491			"STM1457, STM2053"
OG0001935		b1630		"PA2998, PA3492"			STM1456
OG0001936		b1632		"PA2996, PA3494"			STM1454
OG0001937		b1649		"PA0839, PA2196"			STM1437
OG0001938		b1725				"XNR_RS03590, XNR_RS10175"	STM1324
OG0001939		b1747		"PA0896, PA0897"			STM1304
OG0001940		b1764		PA1642		XNR_RS20565	STM1297
OG0001941		b1780		"PA3185, PA5422"			STM1289
OG0001942		"b1838, b2734"					"STM1853, STM2907"
OG0001943		b1843		PA4802	SACI_RS00035		STM1877
OG0001944		b1896	Rv3490			XNR_RS11905	STM1928
OG0001945		b1914		PA2586			"STM1265, STM1947"
OG0001946		b1958	Rv3092c	PA1857			STM1989
OG0001947		b2027		"PA0938, PA3160"			STM2079
OG0001948		b2099				XNR_RS24015	"STM2143, STM4067"
OG0001949		b2135		"PA1190, PA2178"			STM2169
OG0001950		"b0070, b2170, b3659"					STM2207
OG0001951		b2179		"PA1808, PA2060"			STM2218
OG0001952		b2196		PA1480			"STM2249, STM3814"
OG0001953		b2197		PA1479			"STM2250, STM3815"
OG0001954		b2199		PA1477			"STM2252, STM3817"
OG0001955		b2200		PA1476			"STM2253, STM3818"
OG0001956		b2201		PA1475			"STM2254, STM3819"
OG0001957		b2210	Rv2852c	"PA3452, PA4640"			
OG0001958		b2239		PA0347		XNR_RS26185	STM2282
OG0001959		b2245		PA4128			"STM1106, STM2289"
OG0001960		b2249			SACI_RS07195		"STM2288, STM2293"
OG0001961		b2291		PA1878	SACI_RS04555		STM2332
OG0001962		b2299		PA4841		XNR_RS25465	STM2346
OG0001963		b2346		"PA2800, PA3239"			STM2392
OG0001964		b2373	"Rv0118c, Rv1820, Rv3470c"				
OG0001965		"b2406, b2964"					"STM2421, STM3113"
OG0001966		b2410		PA2026		XNR_RS01970	STM2425
OG0001967		b2413		PA0846		XNR_RS22315	STM2429
OG0001968		b2434		PA4534		XNR_RS27550	STM2449
OG0001969		b2437		"PA2511, PA2519"			STM2454
OG0001970		"b2461, b4538"					"STM2056, STM2469"
OG0001971		b2472		PA1162	SACI_RS03615		STM2483
OG0001972		b2474			"SACI_RS00600, SACI_RS02085"		STM2485
OG0001973		b2475	Rv2575	PA4717			STM2486
OG0001974		"b2483, b2722"	Rv0084				STM2850
OG0001975		"b2487, b2721"	Rv0087				STM2849
OG0001976		"b2489, b2719"	Rv0082				STM2847
OG0001977		b2558		"PA2865, PA3764"			STM2567
OG0001978		b2571		"PA0764, PA2747a"			STM2638
OG0001979		b2600			SACI_RS00875	XNR_RS24065	STM2669
OG0001980		b2601		"PA1750, PA2943"			STM2670
OG0001981		b2604		"PA0847, PA1120"			STM2672
OG0001982		b2778		"PA0536, PA1450, PA1451"			
OG0001983		b2820	Rv0630c	PA4284			STM2994
OG0001984		b2822	Rv0631c	PA4285			STM2996
OG0001985		b2833					"STM1585, STM1673, STM3007"
OG0001986		b2889	Rv1745c			XNR_RS01375	STM3039
OG0001987		b2908		PA5224		XNR_RS14450	STM3058
OG0001988		b2914		PA0330	SACI_RS06220		STM3063
OG0001989		b2920		"PA5299, PA5445"			STM3118
OG0001990		b2925	Rv0363c			XNR_RS15860	STM3068
OG0001991		b2959		"PA1842, PA3046"			STM3108
OG0001992		b3024		PA0320			"PSLT020, STM3176"
OG0001993		b3026		"PA2480, PA4777"			STM3178
OG0001994		b3031		PA4968		XNR_RS23560	STM3182
OG0001995		b3032	Rv0805	PA4969			STM3183
OG0001996		b3040	Rv0318c	PA4467			STM3190
OG0001997		b3071			SACI_RS04800	XNR_RS27150	STM3215
OG0001998		b3102		PA2610		XNR_RS27710	STM3233
OG0001999		"b3103, b3104"		PA0563			STM3234
OG0002000		b3188					"STM2374, STM2749, STM3306"
OG0002001		b3198		PA4458		XNR_RS19620	STM3316
OG0002002		"b3204, b3900"		PA4464			STM3322
OG0002003		b3238					"STM0082, STM3361, STM3362"
OG0002004		b3244		PA4474	SACI_RS07815		STM3368
OG0002005		b3262			SACI_RS09545		"PSLT059, STM3386"
OG0002006		b3337		PA3530		XNR_RS23595	STM3444
OG0002007		b3353		PA0368		XNR_RS00115	STM3462
OG0002008		b3361	Rv3641c	PA1366			STM3470
OG0002009		b3379	Rv0230c		SACI_RS10350		STM3550
OG0002010		b3388	Rv2813	PA5037			STM3485
OG0002011		b3442		"PA0263, PA1512, PA5267"			
OG0002012		b3466		"PA0738, PA1042"			STM3573
OG0002013		b3522	Rv3335c			XNR_RS19410	STM3608
OG0002014		b3590		PA4807		XNR_RS20575	STM3682
OG0002015		b3591		PA4808		XNR_RS20570	STM3683
OG0002016		b3592		"PA0467, PA3844"			STM3684
OG0002017		b3611	Rv1674c	PA5130			STM3703
OG0002018		b3641		PA1403		XNR_RS25360	STM3732
OG0002019		b3653		PA3176		XNR_RS01410	STM3746
OG0002020		b3746			SACI_RS04665	XNR_RS01445	STM3879
OG0002021		b3859		"PA0486, PA5495"			STM3996
OG0002022		b3862		"PA0461, PA0834"			STM3998
OG0002023		b3888	Rv2747			XNR_RS17255	STM4029
OG0002024		"b3905, b3906"					"STM4048, STM4049"
OG0002025		b3915	Rv2025c	PA3963			STM4061
OG0002026		b3918	Rv2289				"STM4064, STM4070"
OG0002027		b3924		"PA3397, PA4615"			STM4084
OG0002028		b3941		PA0430		XNR_RS23650	STM4105
OG0002029		b3956		PA3687		XNR_RS10265	STM4119
OG0002030		b3962	Rv2713	PA2991			STM4126
OG0002031		b4054		"PA0870, PA3139"			STM4248
OG0002032		b4063		PA2273		XNR_RS25380	STM4266
OG0002033		b4114		"PA1972, PA3310"			STM4293
OG0002034		b4137			SACI_RS06345	XNR_RS22050	STM4324
OG0002035		b4194					"STM0885, STM2343, STM4384"
OG0002036		b4211				"XNR_RS02300, XNR_RS18175"	STM4401
OG0002037		b4235		PA4472	SACI_RS07820		STM4438
OG0002038		b4304					"STM1614, STM3260, STM3782"
OG0002039		b4336	Rv0473			XNR_RS08750	STM4516
OG0002040		"b4419, b4421, b4423, b4453"					
OG0002041		b2423	Rv2398c	PA0281			STM2442
OG0002042		b4468		PA5354	"SACI_RS01000, SACI_RS05670"		
OG0002043		b3210				XNR_RS12245	"STM1392, STM3328"
OG0002044		b4475		PA4585	SACI_RS02650		STM3518
OG0002045		b4479				"XNR_RS05175, XNR_RS25510"	STM3830
OG0002046		b3787		PA3159		XNR_RS18870	STM3921
OG0002047			"Rv0010c, Rv1417, Rv3004"			XNR_RS26830	
OG0002048			"Rv0029, Rv2082, Rv3899c, Rv3900c"				
OG0002049			"Rv0065, Rv0549c, Rv0960, Rv1720c"				
OG0002050			Rv0133	PA2544		"XNR_RS07700, XNR_RS22370"	
OG0002051			Rv0148	"PA1023, PA3427"		XNR_RS03705	
OG0002052			Rv0153c			"XNR_RS01280, XNR_RS03330, XNR_RS06490"	
OG0002053			"Rv0220, Rv1426c, Rv2284, Rv2485c"				
OG0002054			Rv0306	PA1274	SACI_RS01220	XNR_RS26245	
OG0002055			Rv0331	"PA2345, PA2566"	SACI_RS01620		
OG0002056			"Rv0465c, Rv1129c"			"XNR_RS00705, XNR_RS15670"	
OG0002057			"Rv0492c, Rv3409c"	PA0364		XNR_RS18915	
OG0002058			"Rv0502, Rv1428c, Rv1920"			XNR_RS17470	
OG0002059			"Rv0504c, Rv0635, Rv0637"			XNR_RS18315	
OG0002060			"Rv0516c, Rv1365c, Rv1904, Rv2638"				
OG0002061			Rv0535	PA3004	SACI_RS04760	XNR_RS10600	
OG0002062			"Rv0597c, Rv2008c, Rv3179, Rv3294c"				
OG0002063			"Rv0617, Rv2494, Rv2530c, Rv3320c"				
OG0002064			"Rv0671, Rv3298c"	PA0543		XNR_RS21245	
OG0002065			"Rv0859, Rv1867"	PA1736		XNR_RS01470	
OG0002066			Rv0887c	PA0803		"XNR_RS13150, XNR_RS24660"	
OG0002067			"Rv1022, Rv1230c"			"XNR_RS04565, XNR_RS24170"	
OG0002068			"Rv1038c, Rv1197, Rv2347c, Rv3620c"				
OG0002069			Rv1071c	PA0744		"XNR_RS00735, XNR_RS01650"	
OG0002070			"Rv1166, Rv1280c, Rv2585c"			XNR_RS08455	
OG0002071			Rv1173			"XNR_RS11045, XNR_RS17690, XNR_RS17950"	
OG0002072			"Rv1182, Rv1528c, Rv3820c, Rv3824c"				
OG0002073			"Rv1189, Rv3328c"			"XNR_RS03690, XNR_RS27905"	
OG0002074			"Rv1194c, Rv1429, Rv1453, Rv2370c"				
OG0002075			Rv1259		"SACI_RS00760, SACI_RS08395"	XNR_RS27695	
OG0002076			"Rv1270c, Rv1368, Rv1411c, Rv2945c"				
OG0002077			Rv1333	PA1486	SACI_RS10290	XNR_RS10625	
OG0002078			Rv1335	PA1355		"XNR_RS08855, XNR_RS11890"	
OG0002079			Rv1347c			"XNR_RS05270, XNR_RS11055, XNR_RS20725"	
OG0002080			Rv1474c	"PA2766, PA3133, PA4831"			
OG0002081			Rv1544	"PA0658, PA4832"		XNR_RS18835	
OG0002082			Rv1723	"PA2228, PA4347, PA5542"			
OG0002083			Rv1852	PA4893		"XNR_RS22065, XNR_RS27640"	
OG0002084			"Rv1883c, Rv2778c"			"XNR_RS02015, XNR_RS06365"	
OG0002085			"Rv0129c, Rv1886c, Rv3803c, Rv3804c"				
OG0002086			"Rv2021c, Rv3183"	PA1884		XNR_RS12205	
OG0002087			"Rv2032, Rv3127, Rv3131"			XNR_RS22755	
